date,P_1,P_2,P_3,P_4,P_5,P_6,P_7,P_8,P_9,P_10,P_11,P_12,P_13,P_14,P_15,P_16,P_17,P_18,P_19,P_20,P_21,P_22,P_23,P_24,P_25,P_26,P_27,P_28,P_29,P_30,P_31,P_32,P_33,P_34,P_35,P_36,P_37,P_38,P_39
2/4/2009,1,1,0,0,1,1,0,0,0,0,1,1,2,0,1,0,0,0,1,2,0,1,2,1,0,3,0,1,1,2,0,0,1,1,2,1,1,1,0
2/5/2009,1,0,0,1,1,0,1,1,0,1,0,1,3,1,0,0,2,1,2,1,0,1,0,1,1,1,1,2,1,1,0,0,0,0,0,1,1,1,1
2/6/2009,3,1,1,1,2,1,3,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,2,0,0,0,2,1,0,0,1,0,2,0,0,1,0,1,1
2/7/2009,1,0,1,3,1,1,1,1,0,3,1,1,0,1,0,1,0,0,0,0,2,1,1,0,0,0,0,1,0,1,2,1,1,2,0,0,2,0,0
2/8/2009,2,2,3,0,0,0,1,2,0,1,3,0,1,1,0,0,1,0,1,0,2,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,2,0,0
2/9/2009,1,1,0,0,0,0,0,2,2,2,0,2,0,0,0,1,1,0,2,1,1,1,2,0,1,3,0,1,0,0,1,1,1,0,0,1,1,1,0
2/10/2009,1,2,0,1,1,1,0,1,2,0,0,1,2,0,0,0,0,2,1,1,0,1,1,0,1,0,2,1,0,2,1,0,0,0,0,1,1,2,1
2/11/2009,3,0,0,0,2,0,3,0,2,0,0,0,1,1,0,0,2,0,1,1,3,0,1,0,0,0,0,2,1,1,0,1,1,1,0,0,2,1,0
2/12/2009,1,0,0,0,0,1,0,0,1,1,1,0,0,2,1,2,1,2,2,2,0,1,1,0,1,0,1,1,1,0,2,0,0,1,2,1,1,0,0
2/13/2009,1,0,2,1,3,0,2,0,1,2,0,1,1,1,0,1,0,1,0,3,0,0,0,2,0,1,0,1,0,1,0,1,2,0,1,1,0,0,0
2/14/2009,1,2,1,1,1,0,1,1,0,0,2,0,0,0,0,1,0,2,2,1,2,0,0,1,0,0,0,0,0,2,1,0,1,1,1,2,1,2,0
2/15/2009,0,0,1,0,1,1,0,0,1,0,1,2,1,2,2,0,0,0,1,0,2,0,1,0,0,0,1,2,2,2,0,1,1,0,2,1,2,0,0
2/16/2009,1,1,0,1,0,2,1,2,1,1,2,0,1,1,0,0,0,0,0,0,0,1,0,2,2,2,0,2,0,1,1,2,0,1,1,0,0,1,0
2/17/2009,1,0,0,1,2,1,0,0,1,1,1,0,0,0,0,1,1,0,3,2,2,1,1,1,0,0,2,1,0,0,2,0,1,1,0,2,0,0,1
2/18/2009,1,1,1,0,0,2,2,0,1,0,1,1,1,1,2,1,0,2,1,0,0,0,1,1,1,1,0,0,2,1,0,1,0,1,0,2,0,0,1
2/19/2009,0,0,1,2,0,2,1,1,2,0,0,0,1,0,1,0,1,2,1,1,1,1,0,2,2,0,1,0,0,1,0,1,2,1,1,0,0,1,0
2/20/2009,1,1,0,1,2,0,0,0,0,0,2,0,1,1,1,1,1,0,1,0,1,0,4,0,1,3,0,2,2,1,0,0,1,0,0,1,0,1,0
2/21/2009,0,0,0,1,0,2,1,1,3,2,0,2,0,3,0,0,0,1,2,0,0,0,1,1,1,0,0,1,1,0,1,1,1,0,0,2,1,1,0
2/22/2009,2,2,2,0,2,1,1,1,0,1,1,1,0,0,2,1,1,1,0,1,2,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,2,0
2/23/2009,1,1,0,2,1,2,0,0,1,1,1,1,0,0,0,1,0,0,0,3,0,0,1,2,0,0,1,1,2,1,2,0,2,1,1,1,0,0,0
2/24/2009,0,0,0,1,0,1,0,2,0,0,3,0,1,0,1,1,0,3,1,1,1,0,1,0,1,1,1,1,0,2,1,0,1,2,1,1,0,1,0
2/25/2009,2,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,2,1,3,1,2,0,0,0,0,2,0,2,0,1,1,1,1,3,0
2/26/2009,1,1,0,0,0,1,0,1,0,0,2,1,1,0,1,0,0,0,0,1,0,0,1,2,1,1,0,1,2,0,1,3,1,1,1,3,2,0,0
2/27/2009,1,1,0,1,0,0,0,2,0,0,1,0,1,0,2,0,1,2,2,1,0,1,1,0,1,1,2,0,1,0,1,0,1,1,0,1,2,1,1
2/28/2009,3,1,2,0,2,0,0,1,1,2,1,2,0,1,1,2,0,0,0,1,0,0,1,0,2,1,0,1,0,0,1,1,0,0,2,0,0,1,0
3/1/2009,0,0,2,0,1,0,0,0,1,1,0,2,0,2,1,0,2,2,0,0,0,3,0,1,1,1,0,0,2,0,0,2,1,0,1,0,1,2,1
3/2/2009,1,0,0,3,1,1,0,0,1,0,0,1,1,2,2,2,0,0,0,1,0,2,0,2,0,0,1,2,2,1,0,0,0,2,0,0,0,1,1
3/3/2009,3,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,4,2,0,2,1,1,1,1,1,2,0,1,1,2,1,0,0,1,0
3/4/2009,2,0,1,0,0,1,3,1,1,1,0,1,0,3,0,1,1,0,0,0,1,0,3,2,0,2,1,0,3,0,1,0,0,0,1,0,0,0,0
3/5/2009,0,1,1,1,0,1,2,4,0,2,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,2,1,2,3,1,0,0,1,0,1,0,1,0,0
3/6/2009,1,1,1,1,2,1,1,1,0,1,1,2,1,0,0,1,0,2,0,0,0,1,0,0,2,0,0,0,0,1,1,1,0,1,1,0,1,2,2
3/7/2009,1,0,0,0,1,1,0,2,1,2,0,2,1,1,0,0,1,2,2,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,0,1,0,0,1
3/8/2009,0,0,0,0,0,2,0,0,0,2,0,0,3,1,0,0,0,2,1,2,2,1,1,1,2,0,0,0,0,1,1,1,2,0,0,2,1,2,0
3/9/2009,2,1,1,2,0,0,0,0,1,1,3,0,0,1,0,0,0,0,0,0,1,0,2,1,1,2,1,2,0,0,1,0,1,1,0,2,0,1,2
3/10/2009,1,2,0,2,1,0,1,1,1,1,3,2,1,2,0,1,1,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0
3/11/2009,2,0,0,0,1,0,0,0,1,1,1,2,0,0,2,0,0,0,1,0,3,1,1,1,0,1,0,2,0,2,2,2,1,1,0,0,0,1,1
3/12/2009,1,0,0,0,1,1,1,0,2,1,1,0,0,1,2,0,0,1,0,0,1,1,0,0,1,2,1,1,2,1,1,1,1,2,0,0,1,0,2
3/13/2009,0,0,1,0,1,0,2,0,1,0,0,2,0,0,1,2,1,2,1,2,1,1,1,1,0,0,1,0,1,0,3,0,1,1,1,0,1,0,1
3/14/2009,0,2,0,1,2,1,0,3,2,1,0,1,0,0,1,0,1,0,2,1,1,0,1,1,0,0,0,1,0,0,2,0,1,0,1,1,3,0,0
3/15/2009,1,2,0,0,1,0,0,2,2,0,0,1,0,0,1,3,1,0,1,1,1,1,1,1,0,1,0,0,1,2,0,2,0,0,0,1,3,0,0
3/16/2009,0,0,2,0,1,0,3,0,0,2,1,0,1,0,1,0,0,1,1,0,0,1,1,1,1,0,0,1,3,2,0,1,0,1,0,2,2,0,1
3/17/2009,0,1,1,0,1,0,2,0,2,1,1,1,0,1,0,1,1,0,1,3,0,0,2,3,1,0,1,1,0,0,0,1,2,1,0,0,1,0,0
3/18/2009,1,1,2,1,1,1,0,2,0,0,1,0,2,2,0,0,2,0,0,0,2,0,1,1,0,0,0,1,0,1,0,0,0,2,1,0,1,3,1
3/19/2009,0,0,1,1,1,1,0,0,1,1,2,2,1,1,0,0,2,0,0,1,0,2,0,2,1,0,1,1,0,1,1,0,1,0,0,2,1,0,2
3/20/2009,0,0,1,0,1,2,2,0,1,1,0,1,0,2,0,2,1,0,1,0,1,0,0,1,0,2,1,1,1,0,0,0,0,1,1,2,2,0,2
3/21/2009,1,0,0,0,2,0,1,1,0,0,3,0,0,1,0,2,1,0,1,0,1,1,0,1,0,0,1,2,2,2,1,0,1,0,2,1,0,2,0
3/22/2009,1,0,1,0,0,1,2,2,0,1,1,1,0,0,0,1,1,2,0,0,1,1,1,0,2,1,2,0,0,1,1,1,0,0,2,0,2,1,0
3/23/2009,0,1,1,0,0,1,1,0,0,1,1,2,0,2,1,0,0,0,1,2,0,3,0,0,1,0,0,0,1,0,1,2,2,3,0,1,1,1,0
3/24/2009,1,0,0,1,0,0,2,0,0,0,0,1,2,1,2,0,3,1,0,1,0,2,1,0,0,0,0,0,0,2,2,1,0,2,0,1,2,1,1
3/25/2009,1,3,0,0,1,0,0,2,4,0,2,1,0,1,1,0,0,1,0,1,1,1,1,0,0,1,1,0,1,0,1,2,0,0,1,1,0,1,0
3/26/2009,0,1,0,1,1,1,0,0,2,0,1,0,1,1,1,0,1,0,1,1,0,2,0,1,1,1,0,0,0,2,0,0,1,0,0,1,4,2,2
3/27/2009,0,0,0,2,2,1,0,1,3,1,1,1,2,2,1,0,0,1,0,1,0,2,1,0,0,2,2,0,1,0,1,0,1,0,1,0,0,0,0
3/28/2009,0,1,1,2,1,0,1,0,1,2,0,1,1,1,0,2,0,1,2,0,0,2,1,0,1,0,1,0,1,2,0,2,0,1,1,0,0,0,1
3/29/2009,0,1,1,0,2,2,1,2,2,0,1,1,0,2,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1,1,0,1,2,0,1,2,0,1
3/30/2009,1,0,1,2,0,1,1,1,2,2,0,0,0,0,0,1,2,1,2,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,3,1,1,1,2
3/31/2009,0,1,2,0,0,0,1,0,1,0,2,1,1,1,0,0,2,3,0,2,2,0,1,0,0,2,1,1,1,0,1,0,1,0,1,1,0,1,0
4/1/2009,0,2,0,1,0,0,1,1,0,1,2,0,0,3,0,1,0,1,2,0,0,1,3,0,0,0,0,1,0,1,2,3,0,0,0,0,1,2,1
4/2/2009,3,0,2,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,3,1,0,1,0,2,1,1,0,1,2,2,0,2,0,1,1,1,0,1,1
4/3/2009,0,1,0,1,1,0,1,0,1,1,0,1,2,0,1,0,1,1,1,1,1,0,0,1,1,1,2,0,3,0,0,0,0,1,1,1,2,1,1
4/4/2009,0,0,3,0,0,1,0,1,1,0,0,1,2,2,2,0,2,0,1,2,2,1,1,1,0,0,0,0,0,0,0,0,1,2,2,1,0,1,0
4/5/2009,0,1,0,0,3,1,0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,0,2,0,2,1,1,0,1,1,2,0,2,0,0,0,1,1,2
4/6/2009,1,1,2,0,1,1,0,1,0,0,2,1,0,0,0,0,0,0,2,0,1,0,3,2,0,0,0,2,2,0,2,1,1,2,0,1,0,0,1
4/7/2009,0,1,0,2,2,0,0,0,0,1,1,2,1,1,2,0,0,0,1,0,1,0,3,2,0,1,2,1,0,2,0,0,1,1,0,2,0,0,0
4/8/2009,1,1,0,0,1,2,3,1,1,2,1,0,0,0,0,0,0,0,0,1,2,1,0,0,1,0,0,0,1,1,2,2,0,1,0,0,2,2,1
4/9/2009,0,0,0,0,1,1,1,1,1,0,2,1,3,0,1,0,0,0,1,0,0,1,1,0,2,1,2,0,3,2,0,0,3,0,1,0,1,0,0
4/10/2009,2,1,1,1,2,0,1,1,2,0,1,0,0,1,0,0,1,2,0,1,0,0,0,1,1,1,1,0,0,1,2,1,0,0,0,1,1,1,2
4/11/2009,0,0,0,0,1,0,1,1,1,4,3,0,2,1,0,3,0,0,2,0,0,0,0,2,0,1,0,0,1,1,1,1,0,1,1,0,0,0,2
4/12/2009,0,0,0,1,1,1,0,1,1,4,1,1,1,0,1,0,0,1,0,0,0,1,1,1,2,0,2,1,1,2,1,2,0,0,0,0,1,0,1
4/13/2009,1,1,0,1,2,1,0,0,1,0,1,0,0,0,1,2,1,1,2,1,1,0,1,0,0,0,1,1,1,1,2,1,2,1,0,0,1,0,1
4/14/2009,0,0,1,0,0,0,1,0,2,2,0,1,2,2,2,0,1,1,0,1,0,0,2,1,0,0,0,2,0,0,1,0,0,0,1,4,2,0,1
4/15/2009,1,3,1,0,0,1,0,2,1,0,0,1,0,1,0,1,1,2,0,1,1,1,3,1,1,0,0,0,0,1,0,0,2,1,1,0,1,1,0
4/16/2009,0,0,0,0,0,2,2,2,0,2,1,2,1,2,0,1,0,1,0,0,3,1,0,1,0,1,0,0,2,1,0,0,1,0,1,0,1,1,1
4/17/2009,2,1,0,1,5,1,0,0,0,4,1,2,0,1,0,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,2,0,1,0
4/18/2009,1,0,2,1,1,0,1,0,2,1,2,0,0,2,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,2,1,1,3,2,1,0,1,0
4/19/2009,1,1,3,1,0,0,0,0,1,1,1,0,0,2,0,1,0,1,0,0,1,1,0,0,0,2,1,1,3,0,3,0,0,1,0,3,1,0,0
4/20/2009,1,1,0,1,0,0,0,1,1,2,2,0,1,1,1,2,2,0,1,1,1,0,1,4,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0
4/21/2009,0,1,0,1,2,0,0,1,2,1,0,1,1,0,0,0,0,1,0,1,1,0,2,1,2,0,1,0,1,1,1,0,2,1,0,2,1,1,1
4/22/2009,0,1,3,3,1,0,0,0,0,1,0,0,0,0,1,0,1,2,2,1,0,1,0,0,0,0,2,0,1,1,0,1,1,2,0,1,1,2,1
4/23/2009,1,1,1,0,1,1,0,1,0,2,1,0,0,0,1,0,1,2,1,0,2,0,1,0,4,0,1,0,1,0,0,0,0,1,2,2,1,0,1
4/24/2009,0,0,2,1,1,1,1,0,0,2,1,1,1,0,0,0,0,1,2,0,1,0,0,1,0,1,0,1,1,2,1,1,1,2,0,3,0,1,0
4/25/2009,2,1,0,0,2,1,2,1,0,0,0,0,0,0,0,2,2,1,0,1,1,1,2,0,0,0,1,1,1,2,1,1,0,1,0,0,1,1,1
4/26/2009,1,0,0,0,4,0,2,0,1,1,0,0,0,1,0,0,3,1,1,1,0,2,0,0,0,0,1,2,0,0,1,2,1,1,0,2,1,1,0
4/27/2009,0,1,4,0,1,0,1,1,1,0,0,2,1,1,1,2,0,0,0,2,1,0,1,1,1,0,1,1,0,0,0,0,0,0,2,0,2,1,1
4/28/2009,0,2,1,1,0,1,0,1,0,2,2,1,1,0,1,0,1,0,2,1,1,1,0,0,0,3,1,0,1,0,0,1,2,2,0,0,0,1,0
4/29/2009,2,1,1,2,2,0,1,0,2,0,2,1,0,2,0,2,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,2,1,1,0,2,0,1,0
4/30/2009,0,2,3,1,1,0,1,0,0,0,1,0,1,1,0,0,2,0,1,1,1,1,0,0,0,0,1,0,1,0,1,1,2,1,0,1,0,3,2
5/1/2009,0,2,0,0,0,0,0,0,0,4,2,0,0,2,1,1,0,0,2,1,0,0,1,1,0,0,1,2,1,1,1,0,3,0,1,0,1,0,2
5/2/2009,3,0,0,0,0,2,1,0,0,2,0,0,0,0,1,3,0,0,0,1,0,0,2,2,2,1,1,2,0,1,1,0,1,0,3,1,0,0,0
5/3/2009,2,1,0,0,2,2,0,0,1,1,0,0,1,2,0,1,1,2,2,2,1,1,0,0,1,0,0,1,2,0,1,0,0,0,0,2,0,1,0
5/4/2009,1,1,1,1,0,0,2,1,0,1,1,4,0,0,1,1,1,2,1,0,1,0,0,1,1,2,0,1,1,1,0,1,0,0,0,1,0,0,1
5/5/2009,2,1,0,1,2,0,1,1,0,0,1,0,0,1,1,0,1,0,1,3,0,0,1,1,1,0,1,0,1,1,0,1,0,1,2,2,0,1,1
5/6/2009,0,2,2,0,0,1,0,1,0,1,1,1,0,0,0,2,1,0,1,0,3,1,0,0,0,1,0,1,0,1,0,2,2,1,1,1,1,2,0
5/7/2009,2,2,0,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,2,1,1,1,1,1,0,0,1,3,2,1,2,0,1,1
5/8/2009,1,2,2,0,2,0,1,1,1,0,0,0,2,1,1,0,1,2,1,1,0,1,0,0,1,1,0,0,0,0,0,0,2,1,1,0,1,2,1
5/9/2009,0,1,2,1,0,0,1,1,1,1,3,0,0,1,0,0,2,0,1,0,1,0,2,0,0,0,3,0,1,1,0,0,0,1,0,1,0,3,2
5/10/2009,1,0,1,2,1,0,0,0,2,1,2,2,1,2,0,2,1,0,0,0,1,1,0,1,0,0,0,2,0,1,1,0,2,0,1,0,0,2,0
5/11/2009,0,1,0,1,0,1,1,2,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,3,1,1,1,2,2,2,1,0,1,0,2,0,1,0,1
5/12/2009,1,0,1,0,1,1,1,0,1,4,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,3,2,0,2,1,1,2,0,0,0
5/13/2009,1,2,0,1,2,1,0,2,1,0,2,1,0,2,0,2,1,1,2,0,0,0,1,1,1,1,0,0,0,3,2,0,0,0,0,0,0,0,0
5/14/2009,0,1,1,1,3,1,1,2,1,3,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,2,0,0,1,1,1,0,1,0,0,3,0,1,0
5/15/2009,1,0,2,1,0,1,0,1,0,0,2,1,2,2,1,0,1,0,0,2,2,1,2,0,0,1,1,0,2,0,0,1,0,2,0,0,1,0,0
5/16/2009,1,0,1,2,0,0,1,0,0,1,1,0,1,0,2,1,1,3,0,1,1,1,1,0,1,1,0,0,1,0,1,1,1,2,1,1,0,1,0
5/17/2009,1,0,0,0,1,0,0,0,0,0,2,2,2,1,1,1,1,0,1,0,0,1,1,2,0,1,1,1,0,1,1,1,2,2,2,0,1,0,0
5/18/2009,2,0,1,1,1,0,0,1,1,2,0,0,1,0,1,0,3,1,2,0,1,0,1,0,1,1,3,0,1,1,1,1,0,0,0,0,2,0,0
5/19/2009,0,0,2,1,1,1,0,2,1,1,1,1,1,0,1,1,2,2,0,1,0,2,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,2,0
5/20/2009,1,0,0,0,0,0,2,1,0,1,1,1,1,1,1,0,0,0,3,3,1,1,1,1,1,1,0,1,2,1,0,0,0,1,0,0,1,1,1
5/21/2009,1,1,2,0,1,1,0,1,1,1,0,2,2,1,0,0,0,0,0,0,1,2,1,1,2,2,0,0,1,0,3,1,0,0,0,0,2,0,0
5/22/2009,1,0,0,2,1,0,0,1,1,1,1,0,1,1,2,0,1,0,3,0,2,1,1,1,1,3,2,0,0,0,0,0,0,0,2,1,0,0,0
5/23/2009,1,0,0,1,0,0,2,0,0,0,1,2,2,1,0,2,1,2,2,1,0,0,2,0,0,0,2,1,1,1,0,2,0,1,0,0,1,1,0
5/24/2009,0,0,2,3,2,2,0,0,3,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,3,1,1,2,0,0,2,1
5/25/2009,1,1,1,0,0,1,1,1,0,0,0,2,0,0,0,0,0,3,0,1,1,1,1,1,0,3,1,0,1,3,0,0,0,0,1,2,1,0,2
5/26/2009,0,1,0,1,0,0,1,2,1,0,0,0,1,0,1,0,1,1,1,0,2,0,1,0,2,1,1,2,1,0,4,2,1,1,0,1,0,0,0
5/27/2009,0,1,1,1,1,0,2,0,1,2,0,0,1,1,0,0,3,0,1,0,1,1,0,0,0,1,1,0,2,0,1,2,1,0,2,1,2,0,0
5/28/2009,0,0,0,1,2,1,2,3,1,0,0,0,1,0,0,2,0,2,0,2,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,2,1,2,1
5/29/2009,0,2,1,1,1,0,3,0,1,2,1,0,1,1,0,0,1,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,2,0,2,1,1,0,2
5/30/2009,1,1,0,3,1,1,0,1,0,1,1,1,1,1,0,1,1,2,0,0,1,2,0,2,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0
5/31/2009,2,1,0,0,1,0,0,0,0,0,0,0,0,1,2,1,1,0,2,0,0,1,1,0,0,1,1,1,1,2,0,2,0,2,1,1,4,0,1
6/1/2009,0,0,1,0,1,1,0,2,1,0,0,0,0,1,0,1,0,0,2,1,1,1,1,2,2,2,1,1,1,1,2,1,0,2,0,0,0,1,0
6/2/2009,2,1,0,3,0,0,0,0,0,0,1,1,1,2,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,0,0,2,2,1,0,0,1
6/3/2009,1,0,1,1,1,0,1,1,1,1,1,1,0,0,2,3,1,0,2,2,0,1,0,1,0,0,1,1,2,0,1,0,1,0,0,1,0,0,1
6/4/2009,0,0,0,1,0,0,1,1,1,0,1,0,2,0,0,0,1,1,2,0,0,1,1,1,1,2,2,0,1,0,0,2,0,1,1,2,2,1,1
6/5/2009,1,0,3,1,0,0,1,0,1,3,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,2,0,2,0,1,0,1,0,0,1,0
6/6/2009,1,1,0,1,0,0,0,3,0,3,0,0,1,0,1,0,0,0,2,2,1,1,1,0,0,2,0,0,1,0,0,3,1,1,0,1,2,1,0
6/7/2009,0,1,0,2,0,1,2,0,1,1,1,1,0,0,1,1,3,1,1,0,1,2,1,0,0,0,3,0,1,0,1,2,1,0,0,0,1,0,0
6/8/2009,1,0,1,0,1,0,0,0,0,1,0,0,3,2,1,1,1,2,0,1,1,1,0,1,0,0,2,2,1,0,1,2,1,0,0,1,0,1,1
6/9/2009,1,0,0,1,1,1,1,1,1,1,1,2,2,0,0,1,0,0,1,0,0,0,0,2,2,1,0,0,0,1,1,0,2,1,2,2,1,0,0
6/10/2009,0,0,0,0,3,0,1,0,0,0,0,2,0,2,1,0,1,0,0,1,1,2,1,3,0,1,0,2,0,1,1,1,2,2,1,0,0,1,0
6/11/2009,0,0,1,0,1,0,1,1,1,1,0,0,0,0,3,3,1,0,1,1,2,1,1,2,1,2,0,0,1,0,1,1,0,0,1,0,0,1,1
6/12/2009,0,1,1,0,1,1,1,0,0,0,3,0,1,3,0,0,2,1,0,0,0,0,0,0,0,1,2,1,0,1,1,1,1,2,2,2,0,1,0
6/13/2009,2,1,0,1,1,0,0,0,1,0,1,1,1,0,2,0,1,0,0,1,0,1,1,1,1,2,2,1,1,1,2,0,0,1,1,1,0,1,0
6/14/2009,0,1,2,1,1,0,1,0,1,2,1,1,2,0,1,1,0,0,0,0,1,0,0,1,1,0,1,2,0,0,2,0,0,1,2,2,0,1,1
6/15/2009,0,0,1,1,1,1,0,1,1,1,1,1,2,0,0,0,1,1,3,1,0,0,1,1,0,2,0,0,2,1,1,0,0,1,2,1,0,1,0
6/16/2009,2,1,0,1,2,0,1,0,0,1,0,1,0,2,2,0,1,0,0,0,0,2,0,0,3,1,2,0,0,2,0,0,0,2,0,2,0,1,1
6/17/2009,1,0,0,1,2,1,0,0,2,1,0,0,3,0,0,1,1,0,3,0,1,1,1,2,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1
6/18/2009,1,0,0,1,1,2,0,1,0,0,1,1,0,2,0,1,1,0,2,0,1,0,0,0,2,3,2,1,0,0,0,1,1,2,1,1,1,0,0
6/19/2009,1,0,2,1,0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0,2,1,0,0,1,3,1,2,0,1,2,0,1,3
6/20/2009,1,1,0,1,1,0,2,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,2,0,1,2,2,0,2,1,1,0,0,1,1,2,0,2,1
6/21/2009,0,1,2,2,0,0,2,0,1,0,1,0,2,0,2,1,1,1,0,0,2,0,1,1,2,1,1,0,0,0,0,2,1,1,0,1,0,0,1
6/22/2009,0,0,2,0,0,2,0,2,1,1,1,2,0,2,0,2,1,0,2,0,0,1,2,0,0,0,0,0,0,0,1,0,1,1,1,2,0,2,1
6/23/2009,3,0,0,1,0,1,0,2,3,0,0,0,0,1,3,2,0,1,0,1,0,2,1,0,0,1,1,2,0,0,1,1,0,0,0,1,1,1,0
6/24/2009,1,0,0,2,0,3,1,0,1,1,0,1,0,2,1,0,1,0,1,0,0,0,3,1,1,0,0,2,1,0,0,0,0,2,1,0,1,2,1
6/25/2009,1,1,2,0,0,0,3,0,1,0,1,1,0,1,1,0,0,1,1,3,0,0,0,1,1,0,2,0,1,2,1,0,2,0,0,0,2,1,0
6/26/2009,1,2,1,1,0,0,0,0,3,0,1,0,0,1,3,1,1,0,1,0,0,1,2,2,0,1,0,0,0,1,0,0,1,0,2,0,1,2,1
6/27/2009,0,2,1,1,2,3,0,0,1,1,0,2,1,0,0,1,1,0,2,0,0,0,0,0,0,2,3,0,3,1,0,0,1,0,1,1,0,0,0
6/28/2009,0,1,1,2,1,0,1,1,0,0,0,1,0,0,2,1,0,1,1,0,1,0,2,1,2,0,0,2,2,1,2,0,0,2,0,0,0,2,0
6/29/2009,0,2,0,1,1,1,0,1,1,2,0,1,2,0,1,2,1,0,2,0,0,2,0,2,0,0,0,1,1,2,2,1,0,0,1,0,0,0,0
6/30/2009,1,0,0,0,4,1,0,1,1,0,1,0,0,2,2,3,0,2,0,0,3,1,0,0,0,0,0,0,0,2,2,0,1,0,0,1,1,1,0
7/1/2009,0,0,0,0,0,3,0,0,0,1,0,0,0,2,4,3,0,2,1,1,1,0,1,1,1,0,2,0,0,3,0,0,0,0,1,2,0,1,0
7/2/2009,0,3,0,0,1,0,3,1,0,3,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,1,0,1,0
7/3/2009,1,0,0,0,1,0,1,0,0,3,3,0,0,0,1,2,0,1,1,0,1,1,0,1,0,1,1,1,1,3,1,1,0,1,1,1,0,1,0
7/4/2009,0,2,2,1,1,1,0,0,0,4,0,1,0,1,1,1,1,1,0,1,1,2,1,1,0,0,1,0,2,1,0,1,0,1,0,0,1,0,0
7/5/2009,0,1,2,0,1,1,1,0,0,1,1,1,2,1,0,2,1,0,1,0,1,0,2,1,0,1,1,0,2,1,1,0,3,0,0,1,0,0,0
7/6/2009,3,1,2,1,1,0,1,0,1,0,0,0,0,0,2,0,1,0,2,0,0,2,0,0,2,2,1,1,0,1,0,0,3,1,1,0,0,1,0
7/7/2009,1,1,0,1,2,1,0,0,0,0,0,2,0,1,1,0,1,1,2,0,0,2,0,0,0,1,0,1,1,1,2,0,1,2,0,1,1,1,2
7/8/2009,0,0,2,0,2,0,2,2,1,0,0,1,0,1,0,3,1,1,2,0,0,2,0,1,0,0,0,0,2,0,0,1,2,0,1,1,1,0,1
7/9/2009,2,2,0,1,1,1,1,0,0,1,1,0,0,1,0,2,0,0,0,1,0,0,1,0,1,0,1,0,2,1,1,0,1,0,3,1,1,1,2
7/10/2009,0,0,1,0,1,0,2,1,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,2,1,1,1,0,0,1,2,1
7/11/2009,2,0,2,1,2,1,0,0,0,0,0,0,1,0,2,2,0,2,2,1,0,2,1,0,0,1,0,1,0,0,1,1,2,2,0,0,1,0,0
7/12/2009,1,2,2,0,0,1,1,0,0,0,1,1,1,2,0,1,0,0,1,1,1,2,1,0,1,0,0,0,0,1,2,2,1,0,0,1,0,1,2
7/13/2009,0,0,3,0,1,1,0,1,1,2,0,0,2,1,2,1,0,0,1,0,1,1,0,0,2,1,1,2,0,0,1,1,0,0,1,1,0,1,1
7/14/2009,1,2,1,0,1,1,1,0,0,0,1,1,2,0,1,1,0,0,0,1,0,0,1,1,0,2,1,0,2,2,1,0,1,1,1,0,2,1,0
7/15/2009,1,0,0,0,0,2,0,2,0,1,1,1,1,1,0,0,0,0,1,0,1,1,1,0,2,1,1,2,1,1,2,0,0,0,1,0,2,1,2
